"SITECODE","SDATE","FIELDNAME","VALUE"
"T02",06-FEB-08,"SO4S",1.7
"T02",06-FEB-08,"SODIUM",2.98
"T02",06-FEB-08,"TOTALN",1.22
"T04",06-FEB-08,"ALUMINIUM",0.283
"T04",06-FEB-08,"CALCIUM",3.42
"T04",06-FEB-08,"CHLORIDE",10
"T04",06-FEB-08,"COLOUR",0
"T04",06-FEB-08,"CONDY",55.6
"T04",06-FEB-08,"DOC",0.6
"T04",06-FEB-08,"IRON",0.343
"T04",06-FEB-08,"MAGNESIUM",1.93
"T04",06-FEB-08,"NH4N",0.6
"T04",06-FEB-08,"NO3N",0.588
"T04",06-FEB-08,"PH",5.68
"T04",06-FEB-08,"PHAQCS",4.05
"T04",06-FEB-08,"PHAQCU",4.1
"T04",06-FEB-08,"PO4P",0.147
"T04",06-FEB-08,"POTASSIUM",2.89
"T04",06-FEB-08,"SO4S",1.82
"T04",06-FEB-08,"SODIUM",2.85
"T04",06-FEB-08,"TOTALN",1.2
"T04",06-FEB-08,"TOTALP",0.144
"T05",06-FEB-08,"CALCIUM",3.45
"T05",06-FEB-08,"MAGNESIUM",2.064
"T05",06-FEB-08,"NH4N",3.391
"T05",06-FEB-08,"NO3N",0.677
"T05",06-FEB-08,"PO4P",0.147
"T05",06-FEB-08,"POTASSIUM",2.845
"T05",06-FEB-08,"SO4S",1.918
"T05",06-FEB-08,"SODIUM",3.391
"T05",06-FEB-08,"TOTALN",1.2
"T09",06-FEB-08,"ALUMINIUM",0.317
"T09",06-FEB-08,"CALCIUM",3.39
"T09",06-FEB-08,"CHLORIDE",9.92
"T09",06-FEB-08,"CONDY",57.3
"T09",06-FEB-08,"IRON",0.312
"T09",06-FEB-08,"MAGNESIUM",1.89
"T09",06-FEB-08,"NH4N",0.52
"T09",06-FEB-08,"NO3N",0.59
"T09",06-FEB-08,"PH",5.53
"T09",06-FEB-08,"PHAQCS",4.04
"T09",06-FEB-08,"PHAQCU",4.04
"T09",06-FEB-08,"PO4P",0.12
"T09",06-FEB-08,"POTASSIUM",2.87
"T09",06-FEB-08,"SO4S",1.74
"T09",06-FEB-08,"SODIUM",2.84
"T02",06-FEB-08,"ALUMINIUM",0.317
"T06",07-FEB-08,"ALUMINIUM",0.292
"T11",07-FEB-08,"TOTALN",1.03
"T06",07-FEB-08,"CHLORIDE",10.1
"T06",07-FEB-08,"CONDY",57.1
"T06",07-FEB-08,"DOC",1.31
"T06",07-FEB-08,"IRON",0.329
"T06",07-FEB-08,"MAGNESIUM",1.995
"T06",07-FEB-08,"NH4N",0.584
"T06",07-FEB-08,"NO3N",0.586
"T06",07-FEB-08,"PH",5.74
"T06",07-FEB-08,"PHAQCS",5.74
"T06",07-FEB-08,"PHAQCU",5.74
"T06",07-FEB-08,"PO4P",0.157
"T06",07-FEB-08,"POTASSIUM",3.004
"T06",07-FEB-08,"SO4S",1.716
"T06",07-FEB-08,"SODIUM",3.006
"T11",07-FEB-08,"ALKY",0.2
"T11",07-FEB-08,"ALUMINIUM",0.305
"T11",07-FEB-08,"CALCIUM",3.65
"T11",07-FEB-08,"CHLORIDE",10.4
"T11",07-FEB-08,"CONDY",64.2
"T11",07-FEB-08,"DOC",0.2
"T11",07-FEB-08,"IRON",0.338
"T11",07-FEB-08,"MAGNESIUM",2
"T11",07-FEB-08,"NH4N",0.697
"T11",07-FEB-08,"NO3N",0.616
"T11",07-FEB-08,"PH",5.64
"T11",07-FEB-08,"PO4P",0.151
"T11",07-FEB-08,"POTASSIUM",3.06
"T11",07-FEB-08,"SO4S",1.9
"T11",07-FEB-08,"SODIUM",3.05
"T06",07-FEB-08,"CALCIUM",3.501
"T01",08-FEB-08,"ALUMINIUM",0.284
"T01",08-FEB-08,"CALCIUM",3.33
"T01",08-FEB-08,"CHLORIDE",10.4
"T01",08-FEB-08,"DOC",0.75
"T01",08-FEB-08,"IRON",0.341
"T01",08-FEB-08,"MAGNESIUM",1.92
"T01",08-FEB-08,"TOTALN",1.23
"T01",08-FEB-08,"NO3N",0.698
"T01",08-FEB-08,"PO4P",0.15
"T01",08-FEB-08,"POTASSIUM",2.97
"T01",08-FEB-08,"SO4S",1.8
"T01",08-FEB-08,"SODIUM",2.96
"T01",08-FEB-08,"NH4N",0.614
"T05",13-FEB-08,"PHAQCU",6.41
"T05",13-FEB-08,"PO4P",0.148
"T05",13-FEB-08,"POTASSIUM",3.065
"T03",13-FEB-08,"CALCIUM",3.4
"T03",13-FEB-08,"CHLORIDE",9.86
"T03",13-FEB-08,"CONDY",68
"T03",13-FEB-08,"DOC",0.64
"T03",13-FEB-08,"MAGNESIUM",2.05
"T03",13-FEB-08,"NH4N",0.744
"T03",13-FEB-08,"NO3N",2.65
"T03",13-FEB-08,"PH",6.76
"T03",13-FEB-08,"PHAQCU",6.76
"T03",13-FEB-08,"PO4P",0.164
"T03",13-FEB-08,"POTASSIUM",2.95
"T03",13-FEB-08,"SO4S",1.7
"T03",13-FEB-08,"SODIUM",2.91
"T05",13-FEB-08,"SO4S",1.869
"T05",13-FEB-08,"SODIUM",3.386
"T05",13-FEB-08,"TOTALN",1.269
"T05",13-FEB-08,"CALCIUM",3.56
"T05",13-FEB-08,"MAGNESIUM",2.125
"T05",13-FEB-08,"NH4N",3.386
"T05",13-FEB-08,"NO3N",0.673
"T05",13-FEB-08,"PHAQCS",6.26
"T07",13-FEB-08,"ALKY",0
"T07",13-FEB-08,"ALUMINIUM",0.333
"T07",13-FEB-08,"CALCIUM",3.45
"T07",13-FEB-08,"CHLORIDE",9.72
"T07",13-FEB-08,"CONDY",57.1
"T07",13-FEB-08,"DOC",0.19
"T07",13-FEB-08,"IRON",0.493
"T07",13-FEB-08,"MAGNESIUM",2.11
"T07",13-FEB-08,"NH4N",0.663
"T07",13-FEB-08,"NO3N",0.624
"T07",13-FEB-08,"PH",5.5
"T07",13-FEB-08,"PO4P",0.151
"T07",13-FEB-08,"POTASSIUM",3.16
"T07",13-FEB-08,"SO4S",1.74
"T07",13-FEB-08,"SODIUM",3.13
"T07",13-FEB-08,"TOTALN",1.27
"T09",13-FEB-08,"ALUMINIUM",0.294
"T09",13-FEB-08,"CALCIUM",3.44
"T09",13-FEB-08,"CHLORIDE",9.88
"T09",13-FEB-08,"CONDY",59.7
"T09",13-FEB-08,"IRON",0.317
"T09",13-FEB-08,"MAGNESIUM",1.92
"T09",13-FEB-08,"NH4N",0.6
"T09",13-FEB-08,"NO3N",0.59
"T09",13-FEB-08,"PH",5.53
"T09",13-FEB-08,"PHAQCS",4.05
"T09",13-FEB-08,"PHAQCU",4.04
"T09",13-FEB-08,"PO4P",0.07
"T09",13-FEB-08,"POTASSIUM",2.96
"T09",13-FEB-08,"SO4S",1.74
"T09",13-FEB-08,"SODIUM",2.95
"T09",13-FEB-08,"TOTALN",1.28
"T08",14-FEB-08,"SODIUM",2.93
"T08",14-FEB-08,"SO4S",2.33
"T08",14-FEB-08,"TOTALP",0.142
"T08",14-FEB-08,"ALUMINIUM",0.3
"T08",14-FEB-08,"CALCIUM",3.42
"T08",14-FEB-08,"CHLORIDE",10.8
"T08",14-FEB-08,"CONDY",53.5
"T08",14-FEB-08,"DOC",0.93
"T08",14-FEB-08,"IRON",0.34
"T08",14-FEB-08,"MAGNESIUM",1.93
"T08",14-FEB-08,"NH4N",0.677
"T08",14-FEB-08,"NO3N",0.65
"T08",14-FEB-08,"PH",5.47
"T08",14-FEB-08,"PHAQCS",4.09
"T08",14-FEB-08,"PHAQCU",4.19
"T08",14-FEB-08,"PO4P",0.155
"T08",14-FEB-08,"POTASSIUM",2.95
"T08",14-FEB-08,"TOTALN",1.23
"T06",20-FEB-08,"ALUMINIUM",0.297
"T06",20-FEB-08,"SODIUM",3.015
"T06",20-FEB-08,"CHLORIDE",10.05
"T06",20-FEB-08,"CONDY",59.8
"T06",20-FEB-08,"DOC",1.28
"T06",20-FEB-08,"IRON",0.335
"T06",20-FEB-08,"MAGNESIUM",2.001
"T06",20-FEB-08,"NH4N",0.586
"T06",20-FEB-08,"NO3N",0.583
"T06",20-FEB-08,"PH",5.59
"T06",20-FEB-08,"PHAQCS",5.59
"T06",20-FEB-08,"PHAQCU",5.59
"T06",20-FEB-08,"PO4P",0.158
"T06",20-FEB-08,"POTASSIUM",3.004
"T06",20-FEB-08,"SO4S",1.757
"T06",20-FEB-08,"CALCIUM",3.501
"T02",21-FEB-08,"ALKY",0
"T11",21-FEB-08,"TOTALN",1.06
"T02",21-FEB-08,"CALCIUM",3.15
"T02",21-FEB-08,"CHLORIDE",10.17
"T02",21-FEB-08,"CONDY",57.2
"T02",21-FEB-08,"DOC",0.14
"T02",21-FEB-08,"IRON",0.294
"T02",21-FEB-08,"MAGNESIUM",1.72
"T02",21-FEB-08,"NH4N",0.689
"T02",21-FEB-08,"NO3N",0.677
"T02",21-FEB-08,"PH",5.7
"T02",21-FEB-08,"PO4P",0.152
"T02",21-FEB-08,"POTASSIUM",2.63
"T02",21-FEB-08,"SO4S",1.77
"T02",21-FEB-08,"SODIUM",2.69
"T02",21-FEB-08,"TOTALN",1.17
"T11",21-FEB-08,"ALKY",0
"T11",21-FEB-08,"ALUMINIUM",0.306
"T11",21-FEB-08,"CALCIUM",3.6
"T11",21-FEB-08,"CHLORIDE",10
"T11",21-FEB-08,"CONDY",59.1
"T11",21-FEB-08,"DOC",0.2
"T11",21-FEB-08,"IRON",0.328
"T11",21-FEB-08,"MAGNESIUM",2.07
"T11",21-FEB-08,"NH4N",0.695
"T11",21-FEB-08,"NO3N",0.629
"T11",21-FEB-08,"PH",5.64
"T11",21-FEB-08,"PO4P",0.143
"T11",21-FEB-08,"POTASSIUM",3.03
"T11",21-FEB-08,"SO4S",1.8
"T11",21-FEB-08,"SODIUM",3.05
"T02",21-FEB-08,"ALUMINIUM",0.269
"T03",27-FEB-08,"SO4S",1.63
"T09",27-FEB-08,"TOTALN",1.36
"T04",27-FEB-08,"ALUMINIUM",0.293
"T04",27-FEB-08,"CALCIUM",3.42
"T04",27-FEB-08,"CHLORIDE",10
"T04",27-FEB-08,"COLOUR",0
"T04",27-FEB-08,"CONDY",54.4
"T04",27-FEB-08,"DOC",0.8
"T04",27-FEB-08,"IRON",0.341
"T04",27-FEB-08,"MAGNESIUM",1.94
"T04",27-FEB-08,"NH4N",0.61
"T04",27-FEB-08,"NO3N",0.599
"T04",27-FEB-08,"PH",5.7
"T04",27-FEB-08,"PHAQCS",4.05
"T04",27-FEB-08,"PHAQCU",4
"T04",27-FEB-08,"PO4P",0.161
"T04",27-FEB-08,"POTASSIUM",2.95
"T04",27-FEB-08,"SO4S",1.7
"T04",27-FEB-08,"SODIUM",2.94
"T04",27-FEB-08,"TOTALN",1.23
"T04",27-FEB-08,"TOTALP",0.162
"T03",27-FEB-08,"CALCIUM",3.53
"T03",27-FEB-08,"CHLORIDE",10.4
"T03",27-FEB-08,"CONDY",66
"T03",27-FEB-08,"DOC",0.73
"T03",27-FEB-08,"MAGNESIUM",2.06
"T03",27-FEB-08,"NH4N",0.739
"T03",27-FEB-08,"NO3N",2.64
"T03",27-FEB-08,"PH",6.74
"T03",27-FEB-08,"PHAQCU",6.74
"T03",27-FEB-08,"POTASSIUM",2.98
"T05",27-FEB-08,"CALCIUM",3.496
"T05",27-FEB-08,"MAGNESIUM",2.123
"T05",27-FEB-08,"NH4N",3.393
"T05",27-FEB-08,"PHAQCS",6.01
"T05",27-FEB-08,"PHAQCU",6.08
"T05",27-FEB-08,"PO4P",0.15
"T05",27-FEB-08,"POTASSIUM",2.895
"T05",27-FEB-08,"SODIUM",3.393
"T05",27-FEB-08,"TOTALN",1.274
"T09",27-FEB-08,"ALUMINIUM",0.321
"T09",27-FEB-08,"CALCIUM",3.54
"T09",27-FEB-08,"CHLORIDE",9.82
"T09",27-FEB-08,"CONDY",58.1
"T09",27-FEB-08,"IRON",0.313
"T09",27-FEB-08,"MAGNESIUM",1.89
"T09",27-FEB-08,"NH4N",0.59
"T09",27-FEB-08,"NO3N",0.58
"T09",27-FEB-08,"PH",5.57
"T09",27-FEB-08,"PHAQCS",4.02
"T09",27-FEB-08,"PHAQCU",4.03
"T09",27-FEB-08,"PO4P",0.1
"T09",27-FEB-08,"POTASSIUM",2.82
"T09",27-FEB-08,"SO4S",1.74
"T09",27-FEB-08,"SODIUM",2.89
"T03",27-FEB-08,"SODIUM",2.95
"T06",28-FEB-08,"CALCIUM",3.581
"T06",28-FEB-08,"ALUMINIUM",0.289
"T06",28-FEB-08,"CONDY",55.5
"T06",28-FEB-08,"DOC",1.18
"T06",28-FEB-08,"IRON",0.342
"T06",28-FEB-08,"MAGNESIUM",2.075
"T06",28-FEB-08,"NH4N",0.594
"T06",28-FEB-08,"NO3N",0.595
"T06",28-FEB-08,"PH",5.71
"T06",28-FEB-08,"PHAQCS",5.7
"T06",28-FEB-08,"PHAQCU",5.71
"T06",28-FEB-08,"PO4P",0.15
"T06",28-FEB-08,"POTASSIUM",2.996
"T06",28-FEB-08,"SO4S",1.733
"T06",28-FEB-08,"SODIUM",3.144
"T08",28-FEB-08,"CONDY",53.7
"T08",28-FEB-08,"PH",5.38
"T08",28-FEB-08,"PHAQCS",4.09
"T08",28-FEB-08,"PHAQCU",4.15
"T06",28-FEB-08,"CHLORIDE",10.19
"T05",05-MAR-08,"CALCIUM",3.936
"T09",05-MAR-08,"TOTALN",1.48
"T05",05-MAR-08,"MAGNESIUM",2.303
"T05",05-MAR-08,"NH4N",0
"T05",05-MAR-08,"NO3N",0.632
"T05",05-MAR-08,"PHAQCS",5.96
"T05",05-MAR-08,"PHAQCU",5.5
"T05",05-MAR-08,"PO4P",0.14
"T05",05-MAR-08,"POTASSIUM",3.351
"T05",05-MAR-08,"SO4S",1.803
"T05",05-MAR-08,"SODIUM",3.542
"T05",05-MAR-08,"TOTALN",1.307
"T06",05-MAR-08,"ALUMINIUM",0.282
"T06",05-MAR-08,"CALCIUM",3.476
"T06",05-MAR-08,"CHLORIDE",10.11
"T06",05-MAR-08,"CONDY",60.3
"T06",05-MAR-08,"DOC",1.16
"T06",05-MAR-08,"IRON",0.334
"T06",05-MAR-08,"MAGNESIUM",2.02
"T06",05-MAR-08,"NH4N",0.58
"T06",05-MAR-08,"NO3N",0.605
"T06",05-MAR-08,"PH",5.71
"T06",05-MAR-08,"PHAQCS",5.71
"T06",05-MAR-08,"PHAQCU",5.71
"T06",05-MAR-08,"PO4P",0.15
"T06",05-MAR-08,"POTASSIUM",2.983
"T06",05-MAR-08,"SO4S",1.781
"T06",05-MAR-08,"SODIUM",3.057
"T09",05-MAR-08,"ALUMINIUM",0.286
"T09",05-MAR-08,"CALCIUM",3.584
"T09",05-MAR-08,"CHLORIDE",10.38
"T09",05-MAR-08,"CONDY",58
"T09",05-MAR-08,"IRON",0.327
"T09",05-MAR-08,"MAGNESIUM",1.974
"T09",05-MAR-08,"NH4N",0.6
"T09",05-MAR-08,"NO3N",0.59
"T09",05-MAR-08,"PH",5.68
"T09",05-MAR-08,"PHAQCS",4.04
"T09",05-MAR-08,"PHAQCU",4.04
"T09",05-MAR-08,"PO4P",0.09
"T09",05-MAR-08,"POTASSIUM",2.942
"T09",05-MAR-08,"SO4S",1.79
"T09",05-MAR-08,"SODIUM",2.917
"T05",05-MAR-08,"CHLORIDE",10.76
"T02",06-MAR-08,"DOC",0.15
"T11",06-MAR-08,"SODIUM",2.81
"T02",06-MAR-08,"MAGNESIUM",2
"T02",06-MAR-08,"NH4N",0.675
"T02",06-MAR-08,"NO3N",0.644
"T02",06-MAR-08,"PH",5.5
"T02",06-MAR-08,"PO4P",0.153
"T02",06-MAR-08,"POTASSIUM",3
"T02",06-MAR-08,"SO4S",1.82
"T02",06-MAR-08,"SODIUM",3.11
"T02",06-MAR-08,"TOTALN",1.3
"T02",06-MAR-08,"ALKY",0
"T02",06-MAR-08,"ALUMINIUM",0.32
"T02",06-MAR-08,"CALCIUM",3.24
"T02",06-MAR-08,"CHLORIDE",10.47
"T02",06-MAR-08,"CONDY",57.8
"T11",06-MAR-08,"ALUMINIUM",0.319
"T11",06-MAR-08,"CALCIUM",3.24
"T11",06-MAR-08,"CHLORIDE",10.1
"T11",06-MAR-08,"CONDY",43.6
"T11",06-MAR-08,"DOC",0.2
"T11",06-MAR-08,"IRON",0.304
"T11",06-MAR-08,"MAGNESIUM",1.83
"T11",06-MAR-08,"NO3N",0
"T11",06-MAR-08,"PH",5.61
"T11",06-MAR-08,"PO4P",0.155
"T11",06-MAR-08,"POTASSIUM",2.61
"T11",06-MAR-08,"SO4S",1.73
"T02",06-MAR-08,"IRON",0.388
"T03",12-MAR-08,"CALCIUM",3.46
"T09",12-MAR-08,"TOTALN",1.48
"T03",12-MAR-08,"CONDY",76
"T03",12-MAR-08,"DOC",0.82
"T03",12-MAR-08,"MAGNESIUM",2.1
"T03",12-MAR-08,"NH4N",0.754
"T03",12-MAR-08,"NO3N",2.71
"T03",12-MAR-08,"PH",6.53
"T03",12-MAR-08,"PHAQCU",6.53
"T03",12-MAR-08,"PO4P",0.169
"T03",12-MAR-08,"POTASSIUM",3.09
"T03",12-MAR-08,"SO4S",2.06
"T03",12-MAR-08,"SODIUM",3.04
"T05",12-MAR-08,"CALCIUM",3.83
"T05",12-MAR-08,"CHLORIDE",0.658
"T05",12-MAR-08,"MAGNESIUM",2.205
"T05",12-MAR-08,"NH4N",0
"T05",12-MAR-08,"NO3N",11.16
"T05",12-MAR-08,"PHAQCS",6.05
"T05",12-MAR-08,"PHAQCU",5.79
"T05",12-MAR-08,"PO4P",0.147
"T05",12-MAR-08,"POTASSIUM",3.827
"T05",12-MAR-08,"SO4S",1.827
"T05",12-MAR-08,"SODIUM",3.543
"T05",12-MAR-08,"TOTALN",1.33
"T07",12-MAR-08,"SO4S",1.7
"T07",12-MAR-08,"SODIUM",3.19
"T07",12-MAR-08,"TOTALN",1.3
"T07",12-MAR-08,"ALKY",0
"T07",12-MAR-08,"ALUMINIUM",0.322
"T07",12-MAR-08,"CALCIUM",3.71
"T07",12-MAR-08,"CHLORIDE",10.23
"T07",12-MAR-08,"CONDY",57.5
"T07",12-MAR-08,"DOC",0.2
"T07",12-MAR-08,"IRON",0.375
"T07",12-MAR-08,"MAGNESIUM",2.01
"T07",12-MAR-08,"NH4N",0.708
"T07",12-MAR-08,"NO3N",0.582
"T07",12-MAR-08,"PH",5.6
"T07",12-MAR-08,"PO4P",0.158
"T07",12-MAR-08,"POTASSIUM",3.15
"T09",12-MAR-08,"ALUMINIUM",0.286
"T09",12-MAR-08,"CALCIUM",3.584
"T09",12-MAR-08,"CHLORIDE",10.18
"T09",12-MAR-08,"CONDY",58.5
"T09",12-MAR-08,"IRON",0.327
"T09",12-MAR-08,"MAGNESIUM",1.974
"T09",12-MAR-08,"NH4N",0.51
"T09",12-MAR-08,"NO3N",0.55
"T09",12-MAR-08,"PH",5.62
"T09",12-MAR-08,"PHAQCS",4.05
"T09",12-MAR-08,"PHAQCU",4.04
"T09",12-MAR-08,"PO4P",0.07
"T09",12-MAR-08,"POTASSIUM",2.942
"T09",12-MAR-08,"SO4S",1.69
"T09",12-MAR-08,"SODIUM",2.917
"T03",12-MAR-08,"CHLORIDE",11.35
"T04",13-MAR-08,"ALUMINIUM",0.296
"T08",13-MAR-08,"TOTALP",0.138
"T04",13-MAR-08,"CHLORIDE",9.9
"T04",13-MAR-08,"COLOUR",0
"T04",13-MAR-08,"CONDY",54.8
"T04",13-MAR-08,"DOC",0.7
"T04",13-MAR-08,"IRON",0.338
"T04",13-MAR-08,"MAGNESIUM",1.93
"T04",13-MAR-08,"NH4N",0.59
"T04",13-MAR-08,"NO3N",0.564
"T04",13-MAR-08,"PH",5.46
"T04",13-MAR-08,"PHAQCS",4.06
"T04",13-MAR-08,"PHAQCU",4.03
"T04",13-MAR-08,"PO4P",0.15
"T04",13-MAR-08,"POTASSIUM",2.95
"T04",13-MAR-08,"SO4S",1.77
"T04",13-MAR-08,"SODIUM",2.95
"T04",13-MAR-08,"TOTALN",1.16
"T04",13-MAR-08,"TOTALP",0.124
"T06",13-MAR-08,"ALUMINIUM",0.284
"T06",13-MAR-08,"CALCIUM",3.463
"T06",13-MAR-08,"CHLORIDE",10.28
"T06",13-MAR-08,"CONDY",58.5
"T06",13-MAR-08,"DOC",1.19
"T06",13-MAR-08,"IRON",0.328
"T06",13-MAR-08,"MAGNESIUM",2.022
"T06",13-MAR-08,"NH4N",0.592
"T06",13-MAR-08,"NO3N",0.612
"T06",13-MAR-08,"PH",5.69
"T06",13-MAR-08,"PHAQCS",5.68
"T06",13-MAR-08,"PHAQCU",5.69
"T06",13-MAR-08,"PO4P",0.149
"T06",13-MAR-08,"POTASSIUM",2.937
"T06",13-MAR-08,"SO4S",1.739
"T06",13-MAR-08,"SODIUM",3.041
"T08",13-MAR-08,"ALUMINIUM",0.29
"T08",13-MAR-08,"CALCIUM",3.44
"T08",13-MAR-08,"CHLORIDE",10.3
"T08",13-MAR-08,"CONDY",52.9
"T08",13-MAR-08,"DOC",0
"T08",13-MAR-08,"IRON",0.34
"T08",13-MAR-08,"MAGNESIUM",1.92
"T08",13-MAR-08,"NH4N",0.61
"T08",13-MAR-08,"NO3N",0.625
"T08",13-MAR-08,"PH",5.61
"T08",13-MAR-08,"PHAQCS",4
"T08",13-MAR-08,"PHAQCU",4.05
"T08",13-MAR-08,"PO4P",0.155
"T08",13-MAR-08,"POTASSIUM",2.98
"T08",13-MAR-08,"SO4S",1.8
"T08",13-MAR-08,"SODIUM",2.96
"T08",13-MAR-08,"TOTALN",1.23
"T04",13-MAR-08,"CALCIUM",3.39
"T02",19-MAR-08,"ALKY",0
"T02",19-MAR-08,"ALUMINIUM",0.306
"T02",19-MAR-08,"CALCIUM",3.58
"T02",19-MAR-08,"CHLORIDE",10.67
"T02",19-MAR-08,"CONDY",57.7
"T02",19-MAR-08,"DOC",0.2
"T02",19-MAR-08,"IRON",0.366
"T02",19-MAR-08,"MAGNESIUM",1.93
"T02",19-MAR-08,"NH4N",0.697
"T02",19-MAR-08,"NO3N",0.626
"T02",19-MAR-08,"PH",5.5
"T02",19-MAR-08,"PO4P",0.151
"T02",19-MAR-08,"POTASSIUM",3.01
"T02",19-MAR-08,"SO4S",1.75
"T02",19-MAR-08,"SODIUM",3.05
"T02",19-MAR-08,"TOTALN",1.4
"T06",19-MAR-08,"DOC",1.158
"T06",19-MAR-08,"IRON",0.334
"T06",19-MAR-08,"MAGNESIUM",2.037
"T05",19-MAR-08,"CALCIUM",3.829
"T05",19-MAR-08,"CHLORIDE",9.751
"T05",19-MAR-08,"MAGNESIUM",2.26
"T05",19-MAR-08,"NH4N",0
"T05",19-MAR-08,"NO3N",0.6
"T05",19-MAR-08,"PHAQCS",6
"T05",19-MAR-08,"PHAQCU",5.95
"T05",19-MAR-08,"PO4P",0.128
"T05",19-MAR-08,"POTASSIUM",3.111
"T05",19-MAR-08,"SO4S",1.721
"T05",19-MAR-08,"SODIUM",3.478
"T05",19-MAR-08,"TOTALN",1.058
"T06",19-MAR-08,"NH4N",0.618
"T06",19-MAR-08,"NO3N",0.587
"T06",19-MAR-08,"PH",5.74
"T06",19-MAR-08,"PHAQCS",5.73
"T06",19-MAR-08,"PHAQCU",5.74
"T06",19-MAR-08,"PO4P",0.145
"T06",19-MAR-08,"POTASSIUM",2.849
"T06",19-MAR-08,"SO4S",1.766
"T06",19-MAR-08,"SODIUM",3.074
"T06",19-MAR-08,"ALUMINIUM",0.292
"T06",19-MAR-08,"CALCIUM",3.556
"T06",19-MAR-08,"CHLORIDE",10.37
"T06",19-MAR-08,"CONDY",55.6
"T09",19-MAR-08,"CONDY",57.5
"T09",19-MAR-08,"IRON",0.324
"T09",19-MAR-08,"MAGNESIUM",1.907
"T09",19-MAR-08,"NH4N",0.61
"T09",19-MAR-08,"NO3N",0.57
"T09",19-MAR-08,"PH",5.66
"T09",19-MAR-08,"PHAQCS",4.04
"T09",19-MAR-08,"PHAQCU",4.03
"T09",19-MAR-08,"PO4P",0.07
"T09",19-MAR-08,"POTASSIUM",2.899
"T09",19-MAR-08,"SO4S",1.75
"T09",19-MAR-08,"SODIUM",2.938
"T09",19-MAR-08,"TOTALN",1.44
"T09",19-MAR-08,"ALUMINIUM",0.311
"T09",19-MAR-08,"CALCIUM",3.414
"T09",19-MAR-08,"CHLORIDE",10.51
"T11",20-MAR-08,"ALKY",0
"T11",20-MAR-08,"TOTALN",1.11
"T11",20-MAR-08,"CALCIUM",3.57
"T11",20-MAR-08,"CHLORIDE",4.6
"T11",20-MAR-08,"CONDY",53.4
"T11",20-MAR-08,"DOC",0.2
"T11",20-MAR-08,"IRON",0.337
"T11",20-MAR-08,"MAGNESIUM",2
"T11",20-MAR-08,"NH4N",0.61
"T11",20-MAR-08,"NO3N",0.602
"T11",20-MAR-08,"PH",5.62
"T11",20-MAR-08,"PO4P",950
"T11",20-MAR-08,"POTASSIUM",2.95
"T11",20-MAR-08,"SO4S",1.74
"T11",20-MAR-08,"SODIUM",3.07
"T11",20-MAR-08,"ALUMINIUM",0.323
"T04",26-MAR-08,"CONDY",55
"T09",26-MAR-08,"TOTALN",1.41
"T04",26-MAR-08,"IRON",0.338
"T04",26-MAR-08,"MAGNESIUM",1.92
"T04",26-MAR-08,"NH4N",0.67
"T04",26-MAR-08,"NO3N",0.617
"T04",26-MAR-08,"PH",5.37
"T04",26-MAR-08,"PHAQCS",4
"T04",26-MAR-08,"PHAQCU",4.04
"T04",26-MAR-08,"PO4P",0.152
"T04",26-MAR-08,"POTASSIUM",2.96
"T04",26-MAR-08,"SO4S",1.79
"T04",26-MAR-08,"SODIUM",2.94
"T04",26-MAR-08,"TOTALN",1.21
"T04",26-MAR-08,"TOTALP",0.119
"T03",26-MAR-08,"SO4S",1.82
"T03",26-MAR-08,"SODIUM",2.89
"T03",26-MAR-08,"CALCIUM",3.48
"T03",26-MAR-08,"CHLORIDE",9.9
"T03",26-MAR-08,"CONDY",68
"T03",26-MAR-08,"DOC",0.75
"T03",26-MAR-08,"MAGNESIUM",1.99
"T03",26-MAR-08,"NH4N",0.803
"T03",26-MAR-08,"NO3N",2.86
"T03",26-MAR-08,"PH",6.5
"T03",26-MAR-08,"PHAQCU",6.5
"T03",26-MAR-08,"PO4P",0.161
"T03",26-MAR-08,"POTASSIUM",3.04
"T05",26-MAR-08,"CALCIUM",3.828
"T05",26-MAR-08,"CHLORIDE",9.861
"T05",26-MAR-08,"MAGNESIUM",2.198
"T05",26-MAR-08,"NH4N",0.553
"T05",26-MAR-08,"NO3N",0.597
"T05",26-MAR-08,"PHAQCS",6.11
"T05",26-MAR-08,"PHAQCU",6.14
"T05",26-MAR-08,"PO4P",0.13
"T05",26-MAR-08,"POTASSIUM",3.076
"T05",26-MAR-08,"SO4S",1.717
"T05",26-MAR-08,"SODIUM",3.236
"T05",26-MAR-08,"TOTALN",1.051
"T04",26-MAR-08,"ALUMINIUM",0.295
"T04",26-MAR-08,"CALCIUM",3.37
"T04",26-MAR-08,"CHLORIDE",10.2
"T04",26-MAR-08,"COLOUR",0
"T09",26-MAR-08,"ALUMINIUM",0.312
"T09",26-MAR-08,"CALCIUM",3.54
"T09",26-MAR-08,"CHLORIDE",10.11
"T09",26-MAR-08,"CONDY",57.7
"T09",26-MAR-08,"IRON",0.323
"T09",26-MAR-08,"MAGNESIUM",1.963
"T09",26-MAR-08,"NH4N",0.61
"T09",26-MAR-08,"NO3N",0.55
"T09",26-MAR-08,"PH",5.64
"T09",26-MAR-08,"PHAQCS",4.02
"T09",26-MAR-08,"PHAQCU",4.02
"T09",26-MAR-08,"PO4P",0.09
"T09",26-MAR-08,"POTASSIUM",2.935
"T09",26-MAR-08,"SO4S",1.7
"T09",26-MAR-08,"SODIUM",2.914
