Master_Site,Site_Code,Date,Rep,CaQual,Ca,MgQual,Mg,NaQual,Na,KQual,K,SO4Qual,SO4,ClQual,Cl,NO3Qual,NO3,NH4Qual,NH4,NO2Qual,NO2,DOCQual,DOC,pHQual,pH,AlkalinityQual,Alkalinity,AlQual,Al,Total_NQual,Total_N,TONQual,TON,PO4_PQual,PO4_P,ConductivityQual,Conductivity,SiQual,Si,FeQual,Fe,POMQual,POM,POCQual,POC,SalinityQual,Salinity,FQual,F,BrQual,Br,TDPQual,TDP,LiQual,Li,BeQual,Be,Al27Qual,Al27,ScQual,Sc,VQual,V,CrQual,Cr,MnQual,Mn,Fe57Qual,Fe57,Ni58Qual,Ni58,CoQual,Co,Ni60Qual,Ni60,CuQual,Cu,ZnQual,Zn,AsQual,As,SeQual,Se,RbQual,Rb,SrQual,Sr,MoQual,Mo,CdQual,Cd,SbQual,Sb,CsQual,Cs,BaQual,Ba,PbQual,Pb,UQual,U,BQual,B,SQual,S,LaQual,La,CeQual,Ce,PrQual,Pr,WQual,W,TiQual,Ti,SnQual,Sn
Merddwr at Pont Newydd EA25013,CC19,01-Jul-08,1,,445.5,,182.5,,314.783,,23.744,,160,,323.944,,44.214,,1.857,,,,7.49,,6.91,,392,,31,,0.85,,,,,,,,,,280,,3.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,04-Aug-08,1,,545,,187.5,,330.435,,26.667,,115,,338.028,,24.786,,3.286,,,,15.9,,6.85,,424,,88,,0.95,,,,,,,,,,409,,3.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,03-Sep-08,1,,422,,158.333,,293.478,,34.359,,68.125,,298.592,,25.571,,3.714,,,,19.3,,6.75,,359,,157,,1.5,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,03-Oct-08,1,,262,,116.667,,261.739,,45.128,,67.5,,281.69,,25.643,,1.429,,,,11.3,,6.29,,166,,110,,1,,,,,,,,,,280,,11.6,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,06-Nov-08,1,,381,,149.167,,302.174,,28.205,,109.375,,318.31,,72.857,<,0.714,,,,5.17,,6.81,,17.7,,30,,1.4,,,,,,,,,,148,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,10-Dec-08,1,,372.5,,138.333,,333.478,,31.538,,105.625,,456.338,,65.929,,1.5,,,,5.08,,6.57,,303,,34,,1.2,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,08-Jan-09,1,,411.5,,187.5,,345.217,,27.179,,138.125,,394.366,,106.429,,3.214,,,,4.28,,7.21,,372,,5,,1.7,,,,,,,,,,60,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,05-Feb-09,1,,397.5,,160,,394.783,,27.949,,126.25,,473.239,,97.857,,0.786,,,,3.49,,7.08,,309,,11,,1.6,,,,,,,,,,61,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,06-Mar-09,1,,416.5,,170.833,,376.957,,29.231,,140.625,,450.704,,65.357,,1.357,<,0.005,,4.31,,7.06,,369,,24,,1.35,,,,0.011,,110.7,,2.39,,197,,,,,,,,0.035,,0.031,,0.015,,0.283,<,0.003,,29.6,,0.243,,0.183,,0.19,,18.9,,474,,0.487,,0.033,,0.227,,2.64,,7.42,,1.78,,0.089,,0.325,,3.1,<,0.03,,0.01,,0.041,,0.006,,1.24,,0.543,<,0.002,,5.46,,2.03,,0.023,,0.058,,0.007,<,0.01,,0.588,,0.012
Merddwr at Pont Newydd EA25013,CC19,02-Apr-09,1,,422.5,,191.667,,372.609,,23.897,,125.625,,442.254,,63.357,,0.786,<,0.005,,3.29,,7.14,,425,,17,,1.13,,,<,0.005,,116.9,,1.59,,123,,0,,0,,,,0.038,,0.034,,0.046,,1.43,,0.003,,14,,0.453,,0.093,,0.149,,0.861,,111,,0.494,,0.043,,0.345,,0.545,,2.67,,0.476,,0.174,,0.628,,21.2,,0.03,,0.005,,0.056,,0.003,,3.52,<,0.06,,0.011,,5.82,,2.11,,0.009,,0.005,,0.004,<,0.01,,0.422,<,0.006
Merddwr at Pont Newydd EA25013,CC19,07-May-09,1,,368.5,,160,,343.913,,29.487,,93.125,,383.099,,49.071,,2.5,<,0.005,,8.23,,6.87,,363,,38,,1.17,,,,0.023,,99.5,,1.57,,166,,4.8,,2.4,,,,0.034,,0.023,,0.065,,1.38,,0.011,,37.9,,0.469,,0.143,,0.339,,1.11,,149,,0.937,,0.069,,0.757,,1.25,,5.22,,0.622,,0.198,,0.744,,18.7,,0.042,,0.011,,0.068,<,0.002,,5.25,,0.069,,0.014,,7,,1.72,,0.019,,0.016,,0.009,<,0.01,,0.65,<,0.006
Merddwr at Pont Newydd EA25013,CC19,10-Jun-09,1,,480,,213.333,,361.739,,23.769,,125,,394.366,,56.929,,0.929,,0.005,,4.52,,6.99,,497,,21,,0.98,,,,0.006,,120.3,,1.95,,142,,,,,,,,0.039,,0.031,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,,2.11,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,09-Jul-09,1,,438,,224.167,,388.696,,28.462,,109.375,,414.085,,51.571,,2.143,,0.012,,9.29,,6.91,,473,,36,,1.07,,,,0.014,,118.1,,2.33,,434,,1.2,,0.6,,,,0.041,,0.044,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1.99,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,05-Aug-09,1,,445,,194.167,,341.304,,24.667,,101.25,,363.38,,55,,1.071,<,0.005,,8.28,,7.12,,491,,50,,1.06,,,,0.014,,106,,2.58,,432,,,,,,,,0.038,,0.043,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,1.84,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,10-Sep-09,1,,463.5,,190,,364.348,,27.949,,98.75,,366.197,,37.214,,1.429,,,,9.7,,7.23,,414,,47,,1.3,,,,,,110,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,01-Oct-09,1,,520,,236.667,,395.217,,30.256,,119.375,,422.535,,62.071,,1.429,,,,5.2,,6.96,,491,,22,,1.1,,,,,,121,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,05-Nov-09,1,,253,,113.333,,261.304,,52.564,,70,,309.859,,42.929,,2.143,,,,12.4,,6.24,,161,,130,,1.1,,,,,,72.6,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,09-Dec-09,1,,340.5,,130,,288.261,,34.872,,93.75,,318.31,,79.286,,0.929,,,,6.3,,6.58,,247,,95,,1.3,,,,,,85.3,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,07-Jan-10,1,,447.5,,176.667,,469.565,,31.538,,127.5,,532.394,,100.714,,1.5,,,,3.54,,6.73,,397,,22,,1.6,,,,,,115.1,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,03-Feb-10,1,,333,,130,,387.826,,34.103,,95,,442.254,,75,,2.071,,,,5.79,,6.45,,339,,55,,1.3,,,,,,96.2,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,04-Mar-10,1,,414.5,,176.667,,386.522,,27.949,,123.125,,430.986,,81.429,,1.071,,,,3.51,,6.82,,354,,30,,1.3,,,,,,112.6,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,06-Apr-10,1,,361,,145,,374.348,,29.231,,110.625,,422.535,,67.143,,1.429,,,,5.7,,6.81,,274,<,33,,1.1,,,,,,97.7,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,06-May-10,1,,500,,218.333,,452.174,,27.949,,130,,507.042,,66.357,,1.429,,,,4,,7.24,,454,<,33,,0.94,,,,,,126.9,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,02-Jun-10,1,,482,,238.333,,443.478,,32.564,,125,,478.873,,58.071,,2.143,,,,5.3,,6.89,,524,<,33,,1.1,,,,,,129.4,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,02-Jul-10,1,,545,,260,,460.87,,36.41,,139.375,,507.042,,57.286,,1.429,,,,4.7,,6.97,,582,<,33,,1.1,,,,,,143,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,04-Aug-10,1,,433.5,,211.667,,381.739,,27.949,,138.75,,400,,59.071,,1.857,,,,7.81,,6.64,,560,,31,,1.1,,,,0.027,,114.2,,2.39,,281,,,,,,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,,2.3,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,07-Sep-10,1,,410.5,,221.667,,379.13,,33.59,,126.25,,425.352,,55.429,,1.357,,,,6.56,,6.74,,34.6,,26,,1,,,,0.014,,111.8,,2.73,,278,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41,,2.11,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,04-Oct-10,1,,383.5,,141.667,,310.435,,28.718,,103.125,,349.296,,54.214,,2.786,,,,13.4,,6.72,,16.1,,82,,1.2,,,,0.006,,93.4,,2.09,,289,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,,1.83,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,09-Dec-10,1,,481.5,,204.167,,456.522,,30.256,,139.375,,498.592,,91.429,,2.929,,,,3.33,,7.22,,397,<,33,,1.5,,,,0.007,,125.7,,3.19,,139,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,2.44,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,07-Jan-11,1,,415.5,,160,,473.913,,34.872,,107.5,,414.085,,60.143,,0.857,,,,4.83,,7.26,,288,,36,,1.7,,,<,0.005,,120.1,,2.45,,122,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,,2.18,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,09-Feb-11,1,,387,,145,,387.391,,41.795,,104.375,,453.521,,117.857,,3.214,,,,4.24,,7.21,,227,,35,,1.9,,,,,,106.4,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merddwr at Pont Newydd EA25013,CC19,08-Mar-11,1,,435.5,,181.667,,390.87,,28.462,,124.375,,425.352,,108.571,,5.286,,,,2.94,,7.36,,339,<,33,,1.6,,,,,,110.6,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,03-Sep-08,1,,33.35,,21.917,,90,,1.308,,39.375,,78.873,,4.214,,0.857,,,,1.74,,6.13,,13.6,,8,,0.16,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,10-Dec-08,1,,42.65,,31.333,,120,,3.051,,34.375,,141.972,,12.786,<,0.714,,,,0.89,,6.18,,6.4,,3,,0.26,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,06-Mar-09,1,,46.7,,32.333,,117.826,,3.872,,44.375,,128.451,,21.929,,7.429,<,0.005,,0.81,,5.98,,10.8,,6,,0.37,,,<,0.005,,26.3,,0.615,,2,,,,,,,,0.014,,0.01,,0.008,,0.095,,0.008,,4.92,,0.125,,0.046,<,0.04,,2.39,,2.28,,0.27,,0.017,,0.294,,44.9,,11.9,,0.14,,0.044,,0.209,,3.29,<,0.03,,0.014,<,0.01,<,0.002,,1.11,<,0.06,<,0.002,,3.12,,0.711,,0.012,,0.002,,0.003,<,0.01,,0.083,<,0.006
Nant Bochlwyd,CC75,10-Jun-09,1,,47.25,,30.25,,115.652,,1.333,,45,,129.014,,11.357,,1.643,<,0.005,,0.88,,6.49,,15.2,<,2,,0.2,,,<,0.005,,25.3,,0.307,,2,,,,,,,,0.011,,0.01,<,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,0.681,,,,,,,,,,,,
Nant Bochlwyd,CC75,10-Sep-09,1,,31.5,,20,,76.087,,1.795,,36.875,,70.423,,3.429,,1.429,,,,1.2,,6.73,,18.6,,8,,0.13,,,,,,17.1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,09-Dec-09,1,,91.5,,41.083,,141.304,,8.154,,30,,152.394,,9.071,,1.143,,,,0.68,,6.07,,1.89,,16,,0.13,,,,,,26,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,04-Mar-10,1,,47.8,,31.417,,113.478,,3.744,,41.25,,113.803,,21.857,,1.643,,,,0.8,,6.46,,13.4,,14,,0.33,,,,,,24.8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Bochlwyd,CC75,02-Jun-10,1,,48,,29.167,,113.478,,3.333,,45,,123.944,,10.786,,2.857,,,,1.1,,5.93,,24.9,<,33,,0.21,,,,,,25.5,,,<,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,03-Sep-08,1,,25.7,,39.25,,136.957,,9.41,,28.75,,172.958,,2.429,,0.786,,,,3.89,,5.28,,-10.4,,105,,0.21,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,10-Dec-08,1,,25.8,,32.5,,128.696,,3.103,,35,,149.014,,10.571,,0.857,,,,1.23,,5.71,,-5.6,,38,,0.25,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,06-Mar-09,1,,26.8,,33.083,,135.217,,3.154,,45,,142.254,,17.357,,1.286,<,0.005,,1.22,,5.38,,-3.4,,26,,0.3,,,<,0.005,,26.2,,0.83,,5,,,,,,,,0.012,,0.012,,0.033,,0.183,,0.044,,37.5,,0.224,,0.03,,0.079,,11.6,,4.1,,0.278,,0.071,,0.238,,19,,8.06,,0.102,,0.081,,0.284,,2.87,<,0.03,,0.022,<,0.01,<,0.002,,2.23,,0.45,<,0.002,,2.33,,0.696,,0.111,,0.171,,0.03,<,0.01,,0.119,<,0.006
Nant Cwm Caseg Fraith,CC71,10-Jun-09,1,,28.9,,24.25,,117.826,<,0.231,,40,,121.408,,4.071,,1.857,<,0.005,,1.34,,5.94,,5.6,,25,,0.1,,,<,0.005,,22.6,,0.377,,10,,,,,,,<,0.01,,0.019,<,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,0.6,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,10-Sep-09,1,,12.5,,19.167,,91.304,,0.513,,30,,76.056,<,0.714,,1.429,,,,2.1,,6.24,,-1.8,,58,,0.09,,,,,,17.9,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,09-Dec-09,1,,24.45,,33.583,,143.913,,3.205,,34.375,,167.042,,11.143,,1.357,,,,1.16,,5.35,,-9.07,,63,,0.15,,,,,,27.8,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,04-Mar-10,1,,33.15,,30.833,,131.304,,2.59,,42.5,,128.169,,16.929,,1.5,,,,1.15,,6.33,,6.18,,25,,0.33,,,,,,26.1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,02-Jun-10,1,,25,,21.667,,117.826,,1.282,,37.5,,115.493,,3.714,,1.429,,,,2,,6,,7.49,<,33,,0.08,,,,,,21.9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,07-Sep-10,1,,20.4,,24.25,,95.652,,1.795,,28.125,,103.099,,3.929,,1.5,,,,3.21,,5.7,,0.11,,55,,0.16,,,,0,,20.1,,0.558,,27,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,0.433,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,04-Oct-10,1,,17.65,,18.667,,89.565,,1.103,,29.375,,90.423,,4.071,,1.714,,,,2.48,,5.6,,-2.85,,40,,0.11,,,,0.003,,17.8,,0.56,,29,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,0.475,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,09-Dec-10,1,,35.9,,28.167,,119.13,,1.513,,49.375,,138.873,,11.286,,1.143,,,,1.19,,6.35,,10.6,<,33,,0.19,,,<,0.005,,23.4,,1.03,,12,,,,,,,,,,,<,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,0.695,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,07-Jan-11,1,,29.55,,32,,122.609,,2.41,,43.75,,120.563,,10.571,,1.357,,,,1.21,,5.75,,2,<,33,,0.27,,,<,0.005,,23.5,,0.991,,15,,,,,,,,,,,<,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,0.696,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,09-Feb-11,1,,269,,100.833,,294.348,,29.744,,73.75,,369.014,,72.857,,1.286,,,,3.75,,4.85,,-13.4,,34,,1.2,,,,,,39,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Cwm Caseg Fraith,CC71,08-Mar-11,1,,37.15,,31.417,,141.304,,5.205,,43.75,,154.93,,10.786,,2.214,,,,1.16,,6.2,,19,<,33,,0.22,,,,,,26.8,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,03-Sep-08,1,,20.45,,40.5,,145.217,,9.538,,31.875,,181.972,,3.786,<,0.714,,,,2.66,,5.28,,-10,,96,,0.18,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,10-Dec-08,1,,20.05,,32.833,,128.696,,3.897,,38.75,,147.324,,13.286,<,0.714,,,,0.82,,5.54,,-7.2,,24,,0.25,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,06-Mar-09,1,,23.75,,35,,137.391,,5.872,,43.125,,143.662,,19.357,<,0.714,<,0.005,,0.88,,5.46,,-2,,18,,0.33,,,<,0.005,,26.6,,0.884,,5,,,,,,,,0.011,,0.012,,0.007,,0.15,,0.052,,24.7,,0.207,,0.02,,0.051,,12.1,<,1,,0.486,,0.06,,0.47,,50.2,,13,,0.101,,0.089,,0.38,,2.96,<,0.03,,0.027,<,0.01,<,0.002,,4.12,,0.306,<,0.002,,2.53,,0.695,,0.097,,0.114,,0.025,<,0.01,,0.097,<,0.006
Nant Ddu,CC72,10-Jun-09,1,,27.45,,27.333,,127.826,,0.897,,39.375,,142.535,,4.714,,1.429,,0.006,,0.92,,6.02,,8.4,,13,,0.1,,,<,0.005,,24.3,,0.649,,2,,,,,,,<,0.01,,0.025,<,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,,0.567,,,,,,,,,,,,
Nant Ddu,CC72,10-Sep-09,1,,9.5,,20.833,,101.304,,3.077,,36.25,,90.141,,2.929,,1.429,,,,1.3,,6.03,,-2,,47,,0.07,,,,,,19.3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,09-Dec-09,1,,20.15,,35.333,,140,,4.692,,36.25,,158.873,,10.929,,1.143,,,,0.77,,5.29,,-8.58,,43,,0.11,,,,,,28.3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,04-Mar-10,1,,28.45,,33.417,,133.478,,4.128,,43.75,,129.577,,19.429,,1.857,,,,0.82,,6.07,,6.91,,16,,0.31,,,,,,26.6,,,<,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Ddu,CC72,02-Jun-10,1,,29.5,,25.833,,126.957,,1.795,,40.625,,129.577,,3.429,,1.429,,,,1.2,,5.97,,11.6,<,33,,0.05,,,,,,23.6,,,<,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Genneth,CC66,03-Sep-08,1,,900,,313.333,,401.739,,37.949,,208.75,,408.451,,167.857,,0.857,,,,4.67,,7.33,,787,,19,,2.9,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Genneth,CC66,10-Dec-08,1,,660,,205.833,,337.826,,37.179,,173.125,,377.465,,158.571,,1.071,,,,3.22,,7.21,,562,,7,,2.6,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Genneth,CC66,06-Mar-09,1,,820,,287.5,,393.913,,34.615,,196.875,,476.056,,162.857,,1.357,<,0.005,,2.74,,7.41,,704,<,2,,2.53,,,<,0.005,,166.5,,2.48,,60,,,,,,,,0.045,,0.069,,0.015,,0.419,,0.008,,8.06,,0.569,,0.083,,0.105,,0.496,,42.2,,0.885,,0.03,,0.811,,26.2,,8.19,,0.238,,0.253,,0.606,,48.2,,0.043,,0.007,,0.022,<,0.002,,22,,0.128,,0.024,,8.45,,3.38,,0.011,,0.002,,0.004,<,0.01,,0.497,<,0.006
Nant Genneth,CC66,10-Jun-09,1,,910,,355,,386.522,,33.077,,239.375,,430.986,,137.857,<,0.714,,0.009,,2.98,,7.51,,915,,14,,1.98,,,<,0.005,,180.2,,2.68,,98,,,,,,,,0.051,,0.068,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,4.02,,,,,,,,,,,,
Nant Genneth,CC66,10-Sep-09,1,,790,,262.5,,370,,32.564,,190.625,,338.028,,165,,1.429,,,,4.7,,7.68,,676,,30,,2.3,,,,,,149.3,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nant Genneth,CC66,09-Dec-09,1,,675,,185.833,,331.739,,46.667,,143.125,,377.465,,201.429,,2.643,,,,3.52,,6.97,,635,,21,,2.9,,,,,,132.8,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
